rider_id,origin_node,elapsed_s,time_budget_s,overdue,distance_m,pavement_time_s,red_light_violations,pavement_conflicts,pavement_risk_exposure,severe_conflicts
2,9054849009,40.0,132.68121951604405,False,121.89168295107743,0.0,0,0,0.0,0
139,294651404,55.0,136.8279007555753,False,148.01577476012454,0.0,0,0,0.0,0
63,8784101792,70.0,146.7939347248302,False,210.8017887664301,0.0,1,0,0.0,0
177,9521022,95.0,157.8718980853255,False,280.59295793755064,0.0,0,0,0.0,0
62,5244680779,100.0,157.95203711040062,False,281.0978337955238,0.0,0,0,0.0,0
251,281455009,110.0,169.4137707951829,False,353.3067560096522,0.0,3,0,0.0,0
249,1104448112,150.0,189.75443758809652,False,481.45295680500783,15.0,1,1,0.6745032412051108,0
264,1685751696,185.0,211.60308423911903,False,619.0994307064498,35.0,1,1,0.3010009026352127,0
17,9789808,190.0,215.72285011773627,False,645.0539557417383,35.0,2,3,4.455479888908698,0
265,21665911,195.0,210.9482736465035,False,614.9741239729722,195.0,1,32,34.07147822245844,0
238,317930344,205.0,225.22664249541825,False,704.9278477211348,45.0,1,1,0.43902089101790637,0
11,25501325,220.0,222.72540045199423,False,689.1700228475634,60.0,2,4,4.10605992088775,0
20,25533613,220.0,228.72007207821224,False,726.936454092737,55.0,2,2,1.6036387335420823,0
201,25505558,245.0,240.01604645855355,False,798.1010926888872,75.0,1,13,15.920888217223789,5
157,9512937,245.0,239.33143091329327,True,793.7880147537476,75.0,0,1,3.065674937468711,0
224,2480891600,245.0,247.4048690336895,False,844.6506749122437,70.0,2,1,3.192680268136429,0
27,107863,245.0,250.16230028842187,False,862.0224918170575,65.0,0,3,2.5276714763461285,0
118,1614846678,255.0,242.3593116972081,True,812.8636636924107,85.0,3,16,27.724864215189317,8
93,2476787985,260.0,251.2653656787142,True,868.9718037758994,80.0,3,5,4.493669146904035,0
226,25417431,260.0,255.65681443131282,False,896.6379309172703,80.0,3,2,2.1942133003534283,0
134,7261577394,265.0,254.1896360505254,True,887.3947071183101,85.0,0,10,16.25710212303228,4
138,25473399,265.0,225.81308847886626,True,708.6224574168568,150.0,2,10,12.291502816171404,0
212,107319,275.0,244.70207598396013,True,827.6230786989486,100.0,2,14,13.027277598752992,3
63,10544188931,210.0,228.60251284609652,False,726.195830930408,210.0,4,26,30.158034927765684,6
49,107793,285.0,260.51201696806953,True,927.225706898838,100.0,3,7,7.72867304033481,0
44,6521923987,295.0,278.93015344274653,True,1043.2599666893032,95.0,5,1,3.548920052903625,0
158,5560599869,300.0,281.00682649624173,True,1056.3430069263225,100.0,2,2,2.7960132489700467,0
65,109619,300.0,279.492087390491,True,1046.800150560093,100.0,1,0,1.051794871794872,0
270,970857026,310.0,287.89761555299475,True,1099.7549779838666,105.0,2,5,2.3538969285772233,0
209,333719185,310.0,272.7112174531935,True,1004.080669955119,115.0,2,7,6.8900557677642364,0
230,21665367,320.0,255.54168961331737,True,895.9126445638994,150.0,1,15,17.80493034661739,0
111,25470679,320.0,295.16174862305405,True,1145.5190163252403,110.0,5,5,2.151959869204934,0
19,2441998875,330.0,293.5180209142138,True,1135.163531759547,120.0,3,17,19.05615988932677,0
